ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore,Cluster
3755,37.0,35290.0,590.0,0,1,16,38580.0,12,2,3,0,480,0.2099552464874187,7,1,0.3311781809014897,0,3,0,31,14,1735,4413,83654,5853.0,2940.833333333333,0.9803578800939872,4.0,77801.0,0.20858,0.2280837258685597,2022.154534639842,0.995269068555772,0,53.0,0
7140,44.0,73445.0,615.0,0,1,22,28418.0,60,1,0,0,499,0.6793991487953924,1,3,0.5627492327272826,0,1,1,22,6,3209,4413,38460,20221.0,6120.416666666667,0.8190497621276692,7.0,18239.0,0.225918,0.2213901104475353,787.1219681804595,0.210136341727354,0,65.0,1
2715,44.0,51143.0,579.0,2,1,26,20913.0,108,1,1,3,434,0.4064771385889019,2,0,0.2270269438814426,0,3,0,22,18,341,1127,164379,6480.0,4261.916666666667,0.7575207918072975,6.0,157899.0,0.276413,0.3316956,610.1666499530584,0.2449993117227518,0,52.0,2
625,26.0,96075.0,581.0,0,3,4,38708.0,36,1,1,3,900,0.3208413702547635,3,1,0.5189284348707488,0,3,0,25,23,12145,1995,39348,8264.0,8006.25,0.6935687492794117,6.0,31084.0,0.233208,0.2351044001650351,1508.6933516408922,0.3008516286202519,0,57.0,0
9056,23.0,91779.0,596.0,0,0,1,20294.0,96,0,4,2,457,0.2850169802362394,3,2,0.0175848399513734,0,3,0,21,5,8804,2242,246206,26039.0,7648.25,0.699958902067495,4.0,207453.75,0.257294,0.2770990707593118,527.5712448940961,0.128731571914372,1,36.0,2
4296,40.0,35620.0,557.0,0,3,20,33546.0,96,1,3,1,200,0.2615219253316308,6,0,0.1964221046356235,0,2,0,27,10,478,3164,81425,6149.0,2968.333333333333,0.9245673523560648,2.0,75276.0,0.2900459999999999,0.2812453385494383,881.5874196516949,0.3643753238579544,0,49.0,3
5922,22.0,21670.0,545.0,0,0,0,22812.0,96,1,2,2,458,0.3143586926591116,4,0,0.1416294098239527,0,1,0,20,27,411,591,13741,22990.0,1805.8333333333333,0.7526013399743182,2.0,9085.0,0.285312,0.3358640403352584,687.0161642440586,0.6340652501582235,0,52.0,3
5119,47.0,84257.0,614.0,0,0,25,26523.0,36,1,3,0,196,0.2250886021079455,3,3,0.3810070201705986,0,3,0,24,21,2594,4413,84524,7091.0,7021.416666666667,0.8731018009394608,4.0,77433.0,0.2045229999999999,0.1741234746798342,951.0692638267054,0.1633672118152849,1,38.400000000000006,4
8654,43.0,56963.0,596.0,2,0,19,53179.375,36,1,4,2,723,0.5412745693086098,1,1,0.0789172512566734,0,3,0,34,18,3831,358,92282,73324.0,4746.916666666667,0.9413853724715232,9.0,18958.0,0.249684,0.2632414106839527,2022.154534639842,0.6866380009489421,0,54.0,0
5523,32.0,65358.0,608.0,0,1,11,19664.0,24,1,0,3,240,0.430707162136316,2,3,0.1303815819229939,0,3,1,22,8,3306,2090,108198,21996.0,5446.5,0.8391843749019461,5.0,86202.0,0.1906639999999999,0.1950788427556191,996.0940346548442,0.226951993877691,0,53.0,1
9332,57.0,35605.0,546.0,0,4,34,34446.0,48,2,0,3,455,0.1624456799594985,2,0,0.3507730274255889,0,0,1,22,10,4053,249,155077,3039.0,2967.083333333333,0.4858548196916785,3.0,152038.0,0.256446,0.2364908554814787,1116.3308385781552,0.5295877001246415,0,56.0,2
2768,28.0,49078.0,520.0,0,1,5,14334.0,36,1,2,3,977,0.4935527270793868,5,0,0.6301808498194734,0,3,0,31,22,6834,506,156024,51265.0,4089.8333333333335,0.5660118253100008,5.0,104759.0,0.239334,0.2203157782676934,547.6561462478404,0.3877067882752777,0,56.0,3
9119,55.0,135984.0,567.0,0,1,32,12112.0,48,1,1,3,661,0.2774709314257649,0,2,0.2156916337066376,0,1,0,22,11,7435,334,54178,4649.0,11332.0,0.6390264483297017,8.0,49529.0,0.223612,0.2579332815764906,406.9769507422514,0.0942443479299551,1,40.0,4
8936,39.0,137594.125,637.0,0,1,17,47239.0,60,1,3,0,337,0.2406141323648358,2,2,0.5049268219431767,0,1,0,17,29,2918,1983,50954,92319.625,11374.072916666668,0.7312843300745133,5.0,10203.0,0.233739,0.2641883966506274,1426.0948015978329,0.1245328656980552,1,42.400000000000006,4
3441,42.0,32620.0,594.0,0,4,20,29080.0,72,1,1,0,714,0.0548013897402547,3,3,0.5385844244539262,0,3,1,29,6,6028,137,90161,27572.0,2718.333333333333,0.907197592073492,4.0,62589.0,0.24708,0.2728815264984297,824.6517647296381,0.5660276265099834,0,64.0,3
5956,45.0,44210.0,632.0,1,3,21,8649.0,36,2,3,3,619,0.2549990337088722,2,0,0.6399817170587845,0,4,1,18,25,1237,3339,179694,31340.0,3684.1666666666665,0.7788888949656033,5.0,148354.0,0.177649,0.1642782023680022,305.903140438492,0.2510481267871953,0,61.0,1
1488,26.0,51277.0,563.0,2,1,5,27009.0,36,2,2,2,536,0.3686762413950146,2,0,0.3644299559994062,1,2,0,25,29,3225,446,59828,43764.0,4273.083333333333,0.7802048190542692,2.0,16064.0,0.230509,0.2127590712842695,1021.396031244383,0.3644665712684556,0,69.0,3
7351,35.0,35355.0,539.0,0,0,9,38417.0,36,2,0,3,454,0.2068403951458904,6,2,0.1678667814033244,0,0,0,26,8,5650,799,13980,6031.0,2946.25,0.8122104043340531,3.0,7949.0,0.253917,0.242137059165071,1511.5225428537908,0.6671268707182998,0,52.0,0
2968,46.0,55752.0,633.0,0,4,22,21089.0,96,2,3,0,307,0.0652538291026404,4,0,0.4231069944261959,0,3,0,25,13,4520,709,41742,18587.0,4646.0,0.949890501881968,5.0,23155.0,0.239589,0.2408967208977787,497.10912019647145,0.1730755747301918,0,52.0,1
1619,54.0,109195.0,535.0,0,1,31,21871.0,84,1,0,3,243,0.148560963589141,4,0,0.4625133212546697,0,1,0,28,3,5588,674,195504,9580.0,9099.583333333334,0.7269098341952609,3.0,185924.0,0.279371,0.2718373831972109,584.4882520999755,0.0909369387352873,1,42.400000000000006,2
158,49.0,46181.0,585.0,1,3,24,32753.0,72,2,4,2,374,0.5519372322275713,4,2,0.5366026434971638,0,0,0,17,26,2437,643,209751,90750.0,3848.4166666666665,0.843947254017618,3.0,119001.0,0.255253,0.2731377801694712,929.3381649288306,0.3386686728123247,0,59.0,2
3219,33.0,34549.0,610.0,0,1,11,53179.375,60,3,0,0,363,0.4091545072815568,4,1,0.486545352467199,0,0,0,14,4,512,817,106213,39279.0,2879.083333333333,0.898071117211584,5.0,66934.0,0.285448,0.3332732677212069,2022.154534639842,0.995269068555772,0,56.0,0
4838,34.0,96617.0,472.0,0,0,10,18655.0,48,2,1,3,400,0.058017257282542,5,0,0.3829778590074614,0,1,0,18,12,2041,2268,246206,18224.0,8051.416666666667,0.6941308361501028,2.0,207453.75,0.277655,0.2893497667058511,660.1857731512639,0.1316769230861563,1,38.400000000000006,2
8573,33.0,109586.0,589.0,0,2,10,41963.0,36,1,3,0,351,0.4334697078545877,5,0,0.1616159529168896,0,2,0,20,23,6002,1545,75794,16572.0,9132.166666666666,0.9310826686944272,0.0,59222.0,0.232463,0.1911314185024716,1540.5980845267084,0.2071357382724116,1,38.400000000000006,4
3866,54.0,36280.0,475.0,0,3,27,22641.0,48,3,0,2,612,0.2000188313934675,3,1,0.0516223663333356,0,3,0,24,15,12145,366,75030,7635.0,3023.333333333333,0.9019405829643528,7.0,67395.0,0.280141,0.2699322328398968,776.0991262247652,0.4591287076818408,0,49.0,3
8604,34.0,137594.125,554.0,1,1,10,26986.0,12,1,3,0,194,0.2805259209337115,1,1,0.5108976324958016,0,0,0,24,12,4669,1045,87549,8943.0,11374.072916666668,0.750815990379543,1.0,78606.0,0.214986,0.1979855166979619,2022.154534639842,0.1124549222536051,1,45.6,4
895,46.0,49697.0,527.0,0,3,22,13569.0,48,3,4,0,977,0.2111301334321512,5,1,0.311474632838262,0,1,0,29,19,2330,626,46887,40802.0,4141.416666666667,0.7633453995085112,2.0,6085.0,0.245069,0.1980731043179882,411.5178216640714,0.3898467484952583,0,55.0,1
2506,37.0,61638.0,632.0,0,1,13,17294.0,60,0,0,0,877,0.5035862569210078,2,3,0.3325835478118867,0,3,0,30,21,4376,157,147528,15587.0,5136.5,0.6986930888914146,5.0,131941.0,0.206294,0.224251428741877,481.83118398009066,0.2645441806638938,0,48.0,2
5040,34.0,15000.0,609.0,2,0,12,17903.0,60,1,2,0,791,0.1891247735059059,1,2,0.174807814349971,0,1,0,30,29,2842,1470,61347,92319.625,1250.0,0.9100645675767732,5.0,8654.0,0.218403,0.2247064426733103,499.26398778602976,0.995269068555772,0,51.0,1
6991,18.0,95653.0,611.0,0,0,0,28675.0,60,0,1,2,468,0.0884345831975147,2,2,0.2730724295039479,0,1,0,25,26,2442,4413,126307,14915.0,7971.083333333333,0.6008749040209592,9.0,111392.0,0.228175,0.2156171658577631,784.8432471476386,0.1571735226890078,1,34.4,4
4811,36.0,32995.0,562.0,0,1,18,26872.0,60,0,3,2,379,0.1949670090991008,3,3,0.5739947742235189,0,4,0,22,23,5712,561,74642,81944.0,2749.583333333333,0.9221441169257864,3.0,7183.0,0.250872,0.2061870039208737,721.2259753239895,0.4001428005421389,0,58.0,3
8705,58.0,21995.0,652.0,0,0,35,16522.0,48,1,1,0,225,0.1775295121973092,2,1,0.4215048492305823,0,1,1,32,26,751,2184,44998,7473.0,1832.9166666666667,0.9174748883560604,7.0,37525.0,0.185522,0.1848105606285677,489.4967824048448,0.3898141117916861,0,57.0,1
8173,39.0,71809.0,588.0,1,1,15,19922.0,36,0,0,3,199,0.2233084762321074,2,0,0.1672419104210072,0,3,0,15,4,1515,677,81571,92319.625,5984.083333333333,0.676503059873581,6.0,3948.0,0.210922,0.2019087487212188,742.311861191941,0.1573025990377709,1,44.8,1
675,32.0,50427.0,613.0,0,1,7,34680.0,84,1,0,0,340,0.3886199772892333,3,0,0.5217957019310544,0,0,0,20,28,2945,2376,20572,24494.0,4202.25,0.8718720482899934,4.0,6888.0,0.25318,0.2375243899942258,850.3367046179018,0.28326175373143,0,55.0,3
1724,40.0,85390.0,585.0,1,1,20,18942.0,96,0,3,2,456,0.492232839737279,2,1,0.1647360323661031,0,3,0,30,4,8908,284,31669,8737.0,7115.833333333333,0.8723762599332574,5.0,22932.0,0.261442,0.3039448663305977,527.5766592711925,0.1382236785484753,0,56.0,3
9953,41.0,55678.0,503.0,0,3,18,42159.0,48,1,2,3,581,0.2050706154670964,2,0,0.3511784585029261,0,3,0,19,21,2659,678,4467,7930.0,4639.833333333333,0.837575477166466,4.0,6373.0,0.285659,0.2974803214650064,1511.8046172204686,0.4510516794181836,0,54.0,0
1063,37.0,37385.0,572.0,0,3,19,32413.0,96,2,3,0,453,0.3243337053606076,1,1,0.0427183882567727,0,1,0,24,17,3396,438,34779,13778.0,3115.4166666666665,0.7209283576709582,4.0,21001.0,0.281413,0.231706874986355,744.5888860436489,0.3844072925644988,0,51.0,3
2745,41.0,39971.0,548.0,0,1,17,32570.0,72,2,0,0,162,0.1236075403391095,2,3,0.2965858630834003,0,2,0,28,28,3458,1302,25134,92319.625,3330.9166666666665,0.8269110776026197,4.0,1911.0,0.27357,0.3117233354523664,1004.5878201216068,0.3502302629771404,0,52.0,3
5698,28.0,67645.0,570.0,0,3,7,11153.0,48,2,1,3,977,0.2404911048329085,2,1,0.4379607504576374,0,4,0,21,23,8991,226,144109,23010.0,5637.083333333333,0.8180195032163946,7.0,121099.0,0.221153,0.2222480180492279,352.74985152262843,0.239973364155097,0,52.0,2
7644,29.0,57896.0,511.0,1,1,9,27376.0,24,2,3,3,676,0.1072896434208585,5,0,0.1917282819890437,0,4,1,27,16,8217,87,39408,33947.0,4824.666666666667,0.8260058734128987,4.0,5461.0,0.246876,0.2513193824528366,1462.911606548301,0.4433283694655868,0,58.0,0
4894,48.0,84127.0,609.0,1,1,29,17138.0,72,2,0,0,725,0.4158324877659053,6,0,0.2758120191181346,0,3,0,28,10,1115,1275,25443,92319.625,7010.583333333333,0.9084765423971332,4.0,2872.0,0.227638,0.2141560859668663,424.68685282662966,0.1639930371214896,1,41.6,4
1377,34.0,95570.0,557.0,1,1,12,44823.0,60,2,4,0,355,0.4535374117642962,3,0,0.1944774643843088,0,4,0,22,7,4109,1579,124259,13838.0,7964.166666666667,0.7520949781830278,10.0,110421.0,0.271323,0.27357747057364,1378.2852355229008,0.2176354800279879,0,50.0,0
850,18.0,81172.0,518.0,0,3,0,20747.0,48,1,2,0,973,0.3133730294093246,3,0,0.1023918842884247,0,3,0,17,25,4069,780,59947,10431.0,6764.333333333333,0.669036795586801,5.0,49516.0,0.256747,0.2249083024049809,659.197541150933,0.241294664340058,0,49.0,3
6854,36.0,28085.0,581.0,0,3,12,21810.0,36,2,2,2,227,0.1529947424497306,3,2,0.1795726180230047,0,1,0,29,4,5263,4413,185085,7061.0,2340.4166666666665,0.8709421424348874,4.0,178024.0,0.21631,0.2027988783757139,813.6514323646835,0.4446436599030159,0,50.0,2
7358,33.0,95503.0,595.0,0,3,11,15587.0,24,3,0,3,572,0.0795285857827548,3,3,0.0411605710172787,0,0,1,22,13,7247,446,35816,13938.0,7958.583333333333,0.9517092238831018,3.0,21878.0,0.1930869999999999,0.1990825090283686,792.6144240928271,0.1714644889596549,0,54.0,4
9130,56.0,39764.0,651.0,0,1,33,13972.0,24,1,1,2,489,0.3261795439959278,3,1,0.0557181572949544,0,3,0,32,22,883,661,117037,11485.0,3313.6666666666665,0.5399370461987419,5.0,105552.0,0.163472,0.1307776,664.7647783359222,0.3481837174336351,1,32.800000000000004,1
5896,47.0,33277.0,652.0,0,0,26,53179.375,36,1,1,3,966,0.1191336820383314,2,2,0.1765436887210155,0,2,0,24,23,4741,921,27578,47459.0,2773.083333333333,0.918357056818242,2.0,6551.0,0.218973,0.2188060271928756,2022.154534639842,0.995269068555772,0,44.0,0
8369,32.0,15000.0,630.0,0,4,12,21570.0,12,1,0,0,303,0.3524501933172666,4,1,0.4384004120367036,0,4,0,30,12,5862,284,24095,9448.0,1250.0,0.9250844367776304,7.0,14647.0,0.17157,0.1625662435582991,1959.685019015848,0.995269068555772,0,55.0,1
6712,18.0,24974.0,516.0,2,4,0,14815.0,84,1,0,3,424,0.144004153448641,5,0,0.6090988081670949,0,3,0,20,1,4191,1064,138950,38312.0,2081.1666666666665,0.725523861066432,3.0,100638.0,0.281815,0.2414373807243066,366.9196142912215,0.3800366529788844,0,62.0,3
7095,18.0,20320.0,552.0,0,1,0,9417.0,48,1,0,0,239,0.4030598703989229,3,2,0.2289704963483845,0,3,1,28,28,1444,1008,39266,16292.0,1693.3333333333333,0.9240054052442678,2.0,22974.0,0.228417,0.2218442015393587,297.6363743376019,0.3169112446875601,0,61.0,3
7381,44.0,137594.125,573.0,0,1,19,10000.0,24,1,0,3,266,0.298147423289083,6,1,0.0907995709787635,0,0,1,31,12,3628,37,41268,17334.0,11374.072916666668,0.5003453938227256,5.0,23934.0,0.1985,0.1982529991521043,508.1049912989577,0.0309641996519583,1,43.2,4
9837,31.0,33676.0,501.0,0,1,10,41902.0,60,1,2,3,581,0.1708530184191016,4,2,0.1575338715891701,0,1,0,33,2,240,2591,165439,48735.0,2806.333333333333,0.8241427327698101,3.0,116704.0,0.296402,0.2836082408987559,1313.7894970646782,0.6751833342670192,0,50.0,0
2260,53.0,22187.0,627.0,0,1,30,18714.0,48,1,0,0,249,0.1969809325219456,2,1,0.213987515106468,0,3,0,25,5,775,723,98229,36834.0,1848.9166666666667,0.7371737982270515,2.0,61395.0,0.200214,0.1809339477656816,550.6374606061229,0.4324897249413383,0,50.0,1
84,30.0,25658.0,583.0,0,0,7,6423.0,36,1,3,2,374,0.1894535547286846,1,1,0.0656446682087652,0,4,0,20,6,2411,480,73838,16061.0,2138.1666666666665,0.6281619823189073,5.0,57777.0,0.199923,0.1974959764384783,237.88299637288844,0.2861717965731803,0,51.0,1
2323,45.0,45082.0,631.0,0,0,24,52271.0,36,1,4,0,262,0.4170012192060415,3,0,0.2725904601699354,0,0,0,21,5,4266,645,26666,92319.625,3756.8333333333335,0.9690183495161742,3.0,1705.0,0.221771,0.2171083810306711,1988.4423312144968,0.5990263957804438,0,53.0,0
3256,25.0,76541.0,512.0,0,1,3,31218.0,36,2,1,0,278,0.316251840337833,3,0,0.1449185609255037,0,2,0,30,8,2720,169,38203,74316.0,6378.416666666667,0.8888652327648345,3.0,9884.0,0.260218,0.250745102204875,1242.4528001915903,0.2383746436850718,0,51.0,3
1434,43.0,23995.0,553.0,0,3,23,38595.0,60,1,0,2,172,0.4020744594023459,1,2,0.0606615855507047,0,3,0,21,9,1593,1204,246206,92319.625,1999.5833333333333,0.4858548196916785,0.0,207453.75,0.2670949999999999,0.2792673030200649,1199.9815794330254,0.6861337342444803,0,46.0,2
3018,68.0,28247.0,600.0,0,0,44,18597.0,24,1,2,3,246,0.3153966093735049,5,0,0.4355876373686447,0,0,0,16,25,2505,3865,246206,12081.0,2353.9166666666665,0.7204293694593564,5.0,207453.75,0.193597,0.1997364392351775,946.2698147568898,0.5065046828719043,1,37.6,2
8688,31.0,49994.0,500.0,0,3,9,53179.375,48,1,2,0,322,0.1404717368804177,3,3,0.1603686007088555,0,3,0,17,24,12145,3639,48505,37484.0,4166.166666666667,0.8501706965946969,8.0,11021.0,0.298409,0.3181026020567331,1979.6821059307272,0.5524700018235933,0,50.0,0
6004,34.0,50734.0,620.0,0,1,12,14087.0,36,2,2,0,329,0.0970844902578665,2,0,0.4915332129051907,0,0,1,22,14,12145,2197,139887,6524.0,4227.833333333333,0.8772484395863628,10.0,133363.0,0.189087,0.1967597143157712,521.2005188420305,0.2010960347322183,0,54.0,1
5513,52.0,46040.0,628.0,0,0,28,39011.0,84,2,1,0,405,0.4915335945580446,5,1,0.3030277794800372,0,4,0,20,11,1563,3138,16381,22434.0,3836.6666666666665,0.6240825250726773,6.0,10877.0,0.250011,0.2063085465802282,881.1652693810332,0.3352298703860208,0,53.0,1
5231,46.0,35380.0,626.0,0,4,23,25931.0,120,2,0,0,227,0.318177068183881,0,3,0.4373526795794029,0,2,1,20,22,1657,726,85316,17945.0,2948.333333333333,0.6578912622692038,4.0,67371.0,0.267931,0.2670475841251732,621.3553191702406,0.28774063962812,0,58.0,3
6856,53.0,137594.125,531.0,1,4,26,27345.0,60,0,0,2,205,0.4202234756792969,4,0,0.0345289208869617,0,0,0,17,21,833,376,246206,12308.0,11374.072916666668,0.8226997463128267,2.0,207453.75,0.266845,0.2584328780600314,816.1870931657371,0.0803720436153503,1,38.400000000000006,4
3061,53.0,24864.0,628.0,0,3,30,21213.0,96,1,0,3,392,0.0303901539680181,2,0,0.7059375380576861,0,0,0,23,21,1310,119,43473,14355.0,2072.0,0.7545574576710324,6.0,29118.0,0.242213,0.2434309813546603,503.5662491187238,0.4322230932040173,0,56.0,1
5184,28.0,62675.0,528.0,0,1,6,9826.0,24,1,1,2,212,0.275204341553416,4,0,0.1096997707463721,1,3,0,28,14,1144,398,63163,92319.625,5222.916666666667,0.8240650802564298,6.0,2371.0,0.220826,0.2112959656579033,505.5410983269172,0.1373832178687356,0,62.0,3
2959,21.0,22658.0,557.0,0,0,0,37322.0,60,1,3,2,428,0.0813451076118901,1,0,0.0784686909681702,0,3,0,24,17,822,947,31551,77250.0,1888.1666666666667,0.8134884146453478,5.0,8247.0,0.263822,0.2742187625571228,1149.068938803526,0.8352382057393553,0,51.0,0
5969,40.0,49842.0,531.0,0,4,15,17345.0,48,1,1,0,174,0.157837036037112,3,0,0.1856387133816498,0,3,0,33,1,11702,3494,15196,12200.0,4153.5,0.8061236414964876,7.0,2996.0,0.246845,0.2646638884128724,589.38702860265,0.1837936748772481,0,54.0,3
6175,51.0,45712.0,665.0,0,1,31,17971.0,60,1,0,0,977,0.3968379433565049,3,0,0.5222118384101339,0,3,0,28,2,943,429,48382,16299.0,3809.3333333333335,0.8463597013294153,6.0,32083.0,0.190471,0.1971431911093968,473.2694736265113,0.4051284932516217,0,57.0,1
1651,43.0,117051.0,642.0,2,1,19,19143.0,24,1,0,3,209,0.16562531391878,3,1,0.1143144315207299,0,3,0,22,18,3741,288,5359,17794.0,9754.25,0.6555039386112507,5.0,9588.0,0.173143,0.188663574490801,963.7296522692684,0.1202275574512923,1,38.400000000000006,4
7436,29.0,25405.0,590.0,0,2,5,28193.0,12,2,2,1,329,0.269107156609401,3,1,0.5289371649025918,0,3,0,32,14,12145,648,246206,7890.0,2117.083333333333,0.4858548196916785,4.0,207453.75,0.198193,0.2041356135235215,2022.154534639842,0.995269068555772,0,56.0,2
1723,38.0,21758.0,544.0,0,3,14,22618.0,60,2,0,2,520,0.3563479529433552,3,1,0.4511324531056433,0,2,0,33,20,1528,261,246206,16249.0,1813.1666666666667,0.8789327500855498,6.0,207453.75,0.255618,0.2492070873979983,662.817231811167,0.6523488731378805,0,52.0,2
6733,32.0,32605.0,488.0,0,3,11,12163.0,60,1,5,2,977,0.3454022276016683,0,1,0.199398593942893,0,1,0,17,11,8059,1172,13741,63887.0,2717.083333333333,0.879397374617224,7.0,10402.0,0.273163,0.2841823833650925,381.7798138393588,0.5092886908778501,0,51.0,3
6420,51.0,137594.125,658.0,2,1,29,27827.0,72,2,1,3,265,0.1530876247954068,3,1,0.3810478181524926,0,3,0,18,14,2784,3139,214465,44643.0,11374.072916666668,0.9321626254766228,9.0,169822.0,0.213827,0.191131575312972,652.308163861832,0.0623192475194016,1,35.2,4
8529,37.0,42516.0,531.0,0,3,10,41291.0,36,1,2,2,977,0.4525894526430731,3,1,0.0701210854703627,0,4,0,16,18,4276,1609,125811,20931.0,3543.0,0.944284111205924,3.0,104880.0,0.260791,0.3129492,1782.2818837732293,0.8840761737999518,0,48.0,0
5225,51.0,30414.0,569.0,0,1,28,35890.0,84,1,2,2,494,0.0412285445223157,2,1,0.5909487684896086,0,0,1,26,22,4990,2408,246206,10724.0,2534.5,0.8755974988403299,5.0,207453.75,0.27639,0.2739966860089817,964.2134739964736,0.5753456200420097,0,58.0,2
9158,29.0,108556.0,556.0,0,1,3,22856.0,48,1,2,2,483,0.6358388566218849,2,0,0.2461080259365407,0,3,0,29,1,1977,385,30561,22680.0,9046.333333333334,0.8116120869393165,0.0,7881.0,0.2398559999999999,0.2694294033551581,782.8170504740758,0.1399259792705047,0,57.0,3
2778,43.0,44353.0,624.0,0,4,20,16578.0,48,0,2,3,613,0.3294223519481221,4,0,0.149692071022408,0,3,0,26,19,12145,1385,57989,51063.0,3696.0833333333335,0.7210506723256914,4.0,6926.0,0.199578,0.232234230248608,533.3806682238269,0.3101609365473795,0,48.0,1
73,36.0,44364.0,439.0,0,3,10,5538.0,36,0,1,0,313,0.3314445993974999,3,1,0.3018415197190495,0,4,0,26,12,2471,764,203672,8223.0,3697.0,0.8680864326045541,7.0,195449.0,0.271038,0.2562125018508351,222.0136237945848,0.1447156136853083,1,40.8,2
3513,43.0,69424.0,672.0,0,2,21,16802.0,48,2,3,1,437,0.5149317121617423,0,0,0.2923451000721447,0,0,0,31,20,3604,402,27305,21705.0,5785.333333333333,0.949316487285639,4.0,5600.0,0.175802,0.202942060844748,513.9283831566544,0.1643688147885436,1,37.6,1
4744,41.0,24079.0,495.0,0,3,17,28569.0,108,0,2,2,419,0.2981579753779397,2,3,0.1566954500421702,0,0,0,23,2,2114,1386,47730,17507.0,2006.5833333333333,0.8327285188452175,4.0,30223.0,0.326069,0.2751681672937205,717.0756730152419,0.5661741798323396,0,56.0,3
4952,56.0,101995.0,594.0,0,1,35,16500.0,36,1,1,0,977,0.1404680551112459,4,0,0.1728554855484226,0,1,0,20,11,5650,1238,35659,81701.0,8499.583333333334,0.7984289661190043,9.0,3559.0,0.2045,0.1986800545016369,612.089985680856,0.1902552069039685,1,38.400000000000006,4
2615,27.0,30165.0,515.0,0,1,4,13988.0,36,1,1,0,164,0.1297109744242346,2,0,0.2099738280326259,0,4,0,29,29,1378,898,113225,1176.0,2513.75,0.755749583637274,5.0,112049.0,0.241488,0.25765675111377,561.840615733536,0.2887481315697806,0,48.0,3
6386,38.0,55713.0,547.0,0,0,17,30779.0,48,2,2,0,360,0.2753185268440614,4,1,0.3764695410529329,0,1,0,22,29,971,2514,13506,6385.0,4642.75,0.8716391064779592,3.0,7121.0,0.252279,0.2046420491053517,944.245421760389,0.2809208813225758,1,43.2,1
4910,41.0,38373.0,605.0,0,3,22,8377.0,60,1,4,3,430,0.35684799783153,2,2,0.2322428942751652,0,4,0,25,10,1516,1388,81815,10224.0,3197.75,0.7927166961522691,4.0,71591.0,0.2108769999999999,0.1854046201769575,215.19132571135736,0.2017641547060769,1,38.400000000000006,1
3896,39.0,19507.0,573.0,0,1,13,25109.0,60,2,2,0,556,0.2820406883892898,5,5,0.0967776966283473,1,0,0,19,12,2825,1118,55566,14710.0,1625.5833333333333,0.7534013171827514,5.0,40856.0,0.243609,0.2415332026653229,724.5711076695176,0.7877609725757015,0,64.0,3
4040,24.0,60328.0,566.0,0,1,1,16868.0,60,2,1,3,788,0.3509594755162752,0,0,0.0842482745853094,0,1,0,26,4,12145,813,179888,3850.0,5027.333333333333,0.935799198367217,3.0,176038.0,0.2388679999999999,0.1910944,438.5816032328131,0.243982549376637,0,49.0,2
1057,41.0,25751.0,618.0,0,0,20,25165.0,72,2,1,2,393,0.1387895262977574,1,1,0.1714377826569855,0,1,1,31,12,6507,4413,127121,37930.0,2145.9166666666665,0.8583918065169123,4.0,89191.0,0.231165,0.2275477486791645,643.6222144516732,0.4830673206252215,0,52.0,1
1495,18.0,43974.0,532.0,0,4,0,48994.0,60,0,4,2,373,0.2260489044842379,3,1,0.0968421979593699,0,4,1,26,17,699,690,60853,27601.0,3664.5,0.7832621294211718,4.0,33252.0,0.287994,0.2909077381725925,1557.8698527412946,0.5269122261539895,0,57.0,0
2357,23.0,39066.0,533.0,2,3,2,10829.0,108,0,0,0,480,0.3042089028345737,3,1,0.259992499707818,0,3,0,19,6,1674,1682,13821,7768.0,3255.5,0.8847324033798294,4.0,6053.0,0.289329,0.2327423523939373,240.20056315099384,0.2212257911690965,0,58.0,3
9826,38.0,21415.0,636.0,0,0,16,18861.0,72,0,0,3,460,0.6454981012317869,5,0,0.2385798079786978,0,1,0,25,5,288,496,83061,10826.0,1784.5833333333333,0.9260934430669294,6.0,72235.0,0.215861,0.1869538760842943,437.62527701197433,0.5029887146459814,0,53.0,1
3997,51.0,36378.0,625.0,0,4,33,45896.0,48,2,3,3,356,0.1661261881187067,7,1,0.1242065271511154,0,4,0,27,27,12145,2338,31153,7661.0,3031.5,0.850566495450211,2.0,23492.0,0.228396,0.2139198992778017,1430.89591751112,0.5894428228636385,0,47.0,0
2218,42.0,69605.0,583.0,0,1,22,16977.0,108,2,1,0,977,0.2345061137073285,2,1,0.1112374913012572,0,1,0,15,24,1360,105,143133,78208.0,5800.416666666667,0.8276507655525575,6.0,64925.0,0.2704769999999999,0.2597520422183466,407.8540594716744,0.2415092121781494,0,48.0,3
3729,55.0,46072.0,514.0,0,1,34,39151.0,72,1,0,0,320,0.3019207668652912,1,1,0.4511541809613769,0,3,0,15,23,4334,1890,44105,92319.625,3839.3333333333335,0.6430665276149964,5.0,9401.0,0.297151,0.248052498543032,1049.943611113552,0.356818096313653,0,57.0,0
